Rank,Gene,Cell Type,logFC.ecoVSctrl,logFC.ecpVSctrl,logFC.ecpaVSctrl,logFC.eueVSctrl,logCPM,FDR,Score,Status,Dropped Reason
313,PHLDA2,Mɸ4-infiltrated,-1.73075857271982,-1.60850507896953,-2.83547146602898,-0.727312784104508,7.49664420500755,1.0403004537639e-82,0.5533194608285863,PASS,
314,IL1B,Mɸ4-infiltrated,-2.92412818580523,-1.07152678281022,-2.40907689934002,-0.592693444379733,9.1553787540205,7.54257056736966e-36,0.5533110621628622,PASS,
315,CD9,Mɸ1-LYVE1,-2.39738279700135,-1.96944517607034,-1.80397423551269,-0.72976337937382,7.81036524783798,2.00137090251248e-54,0.5532260723736125,PASS,
319,EMP3,EC-aPCV,-0.316743987561632,-2.37120636011476,-2.41751530345207,-0.57503929831193,7.87569695630729,7.10921692646086e-48,0.5526400125250231,PASS,
320,TPST1,Prv-CCL19,-1.30186219468434,-1.90011893641894,-1.9116497130275,-0.42410099844633,8.29813941733191,7.10846038378544e-32,0.5526369436166765,PASS,
322,PKIB,Mɸ1-LYVE1,-2.35624559409715,-1.23457214591478,-1.13747094705345,-0.0289562864277376,7.33217525381548,1.12757370169352e-88,0.5525965356643182,PASS,
324,FOXF1,EC-aPCV,-2.05787394103635,-1.93713898949215,-2.09962029868633,-0.746925613767386,7.85047292852205,3.66895386718256e-06,0.5523216383019063,PASS,
328,HSPA2,EC-aPCV,-0.568711534065975,-1.82552049129601,-1.83027918967296,-0.12618567271107,7.97337526770162,6.113756169870211e-19,0.5521255989577978,PASS,
331,FAM213A,dS2,-1.69373615808791,-1.49161569142983,-2.1844810272609,-0.432666076771106,8.05738322888291,6.17094055177851e-122,0.5517427460566464,PASS,
334,CD24,cDC2,-1.74849652595075,-1.45236587038585,-1.20470418948496,-0.0313196887112281,6.8115903374431,6.65862616512582e-17,0.5515448228558929,PASS,
336,SLPI,EC-aPCV,-2.72221626531158,-2.10763933727661,-2.18587941406158,-1.06737258791914,7.89269948981021,7.75983123597271e-07,0.5514544250934678,PASS,
338,P3H2,Prv-CCL19,-1.02626585040217,-1.79238368872478,-1.75306109391147,-0.237936011147007,8.31442548567315,5.80134178552981e-33,0.5514292746250694,PASS,
339,FOXS1,Prv-CCL19,-2.06610429575155,-1.16244848613501,-1.58915401448358,-0.116230143997632,8.42809093205171,1.31030110453413e-33,0.551414907196069,PASS,
340,CDH17,cDC2,-2.7548290369395,-0.976422131737608,-1.71882962146669,-0.259385122075478,7.20832877146764,1.29702002964551e-11,0.5512618332810727,PASS,
342,BAG2,Prv-CCL19,-1.006468389954,-1.66897659037235,-1.65133037890493,-0.122515562956478,8.49682777327546,5.72866346674744e-36,0.5512247271691365,PASS,
345,MCOLN3,EC-tip,-2.34484081120281,-1.88220723755005,-2.37216433909788,-0.926595818869636,7.27313299287824,5.3497737469028e-112,0.5507080760906885,PASS,
346,PLAT,Prv-CCL19,-0.984898776092384,-2.19893736287195,-2.09232101476656,-0.607003654516363,8.41604611778195,1.79482473969846e-58,0.5504554794919508,PASS,
353,COL18A1,EC-PCV,-2.0369065145506,-1.22509852113424,-1.16072367739455,-0.0149188368962013,8.28274454574598,1.07090304490515e-11,0.5493259127775977,PASS,
354,SERPINH1,Prv-CCL19,-1.20258894633206,-1.43569358798357,-1.53260527830543,-0.0420733198110204,8.66441634125546,3.26508657333342e-36,0.5492697585805988,PASS,
